,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
65,2012,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,1200,1158.5,975.3,,94,7.83,,,731,60.92,57,4.75,*,*,*,*,*,*,316,26.33,131,10.92,*,*,166,13.83,84.2,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
66,2013,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,1177,1119.0,916,,103,8.75,,,705,59.9,69,5.86,*,*,*,*,*,*,296,25.15,122,10.37,*,*,166,14.1,81.9,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
67,2014,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,1158,1131.0,906,,104,8.98,,,687,59.33,84,7.25,*,*,*,*,*,*,279,24.09,121,10.45,*,*,171,14.77,80.1,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
68,2015,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,1121,1084.09,*,,97,8.65,,,668,59.59,90,8.03,*,*,*,*,*,*,263,23.46,153,13.65,*,*,159,14.18,*,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
69,2016,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,1148,1114.59,*,,107,9.32,,,697,60.71,114,9.93,*,*,*,*,*,*,227,19.77,173,15.07,*,*,183,15.94,*,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
70,2017,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,1104,1099.72,*,,91,8.24,,,680,61.59,127,11.5,*,*,*,*,*,*,203,18.39,205,18.57,*,*,161,14.58,*,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
71,2018,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,1075,1029.5,*,,81,7.53,,,676,62.88,124,11.53,*,*,*,*,*,*,191,17.77,218,20.28,*,*,152,14.14,*,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
72,2019,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,970,940.6,*,,78,8.04,,,586,60.41,134,13.81,*,*,*,*,*,*,171,17.63,209,21.55,*,*,149,15.36,*,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
73,2020,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,976,939.0,*,,66,6.76,,,616,63.11,140,14.34,*,*,*,*,*,*,153,15.68,181,18.55,*,*,151,15.47,*,5101 Mcree Avenue,,St. Louis ,631102019,3147763300.0,3147768267.0,9,12,91.0,926.0,0.0,926.0, , , ,Y, , ,115-115-1220,False,True,False,38.62160698446519,-90.2704620129757
74,2000,115115,ST. LOUIS CITY,1221,GATEWAY MICHAEL HIGH,17,16.0,*,*,,,*,*,13,76.47,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2 Gateway Drive ,,St. Louis ,63106,,,,,,,,,,,,,,,115-115-1221,False,False,True,38.64232174077361,-90.21266409892986
75,2001,115115,ST. LOUIS CITY,1221,GATEWAY MICHAEL HIGH,10,10.0,*,*,,,*,*,6,60,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2 Gateway Drive ,,St. Louis ,63106,,,,,,,,,,,,,,,115-115-1221,False,False,True,38.64232174077361,-90.21266409892986
76,2002,115115,ST. LOUIS CITY,1221,GATEWAY MICHAEL HIGH,0,0.0,*,*,,,*,*,*,*,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2 Gateway Drive ,,St. Louis ,63106,,,,,,,,,,,,,,,115-115-1221,False,False,True,38.64232174077361,-90.21266409892986
77,2003,115115,ST. LOUIS CITY,1221,GATEWAY MICHAEL HIGH,0,0.0,*,*,,,*,*,*,*,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2 Gateway Drive ,,St. Louis ,63106,,,,,,,,,,,,,,,115-115-1221,False,False,True,38.64232174077361,-90.21266409892986
78,2000,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,88,87.0,68,78.2,,,*,*,65,73.86,*,*,*,*,*,*,,,22,25,*,*,*,*,*,*,,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
79,2001,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,103,103.0,88,85.4,,,*,*,81,78.64,*,*,*,*,*,*,,,20,19.42,*,*,*,*,*,*,,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
80,2002,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,103,109.0,85,78,,,*,*,80,77.67,*,*,*,*,*,*,,,20,19.42,*,*,*,*,*,*,,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
81,2003,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,113,117.0,94,80.3,,,*,*,91,80.53,*,*,*,*,*,*,,,18,15.93,*,*,*,*,*,*,,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
82,2004,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,120,120.0,100,83.3,,,*,*,94,78.33,*,*,*,*,*,*,,,24,20,*,*,*,*,*,*,,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
83,2005,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,101,104.0,87,83.7,,,*,*,81,80.2,*,*,*,*,*,*,,,18,17.82,*,*,*,*,*,*,,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
84,2006,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,117,124.0,100,,,,*,*,93,79.49,*,*,*,*,*,*,,,24,20.51,*,*,*,*,*,*,80.6,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
85,2007,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,129,130.0,107,,,,*,*,106,82.17,*,*,*,*,*,*,,,22,17.05,*,*,*,*,*,*,82.3,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
86,2008,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,145,145.0,103,,,,*,*,124,85.52,*,*,*,*,*,*,,,19,13.1,*,*,*,*,*,*,71,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
87,2009,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,131,131.0,104,,,,*,*,111,84.73,*,*,*,*,*,*,,,17,12.98,*,*,*,*,*,*,79.4,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
88,2010,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,141,135.0,117,,,,*,*,115,81.56,*,*,*,*,*,*,,,23,16.31,*,*,*,*,*,*,86.7,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
89,2011,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,131,127.0,115,,*,*,,,109,83.21,*,*,*,*,*,*,*,*,16,12.21,*,*,*,*,*,*,90.6,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
90,2012,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,123,121.0,106,,*,*,,,99,80.49,*,*,*,*,*,*,*,*,20,16.26,*,*,*,*,*,*,87.6,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
91,2013,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,132,122.0,103,,*,*,,,104,78.79,*,*,*,*,*,*,*,*,21,15.91,8,6.06,*,*,*,*,84.4,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
92,2014,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,119,112.0,98,,*,*,,,82,68.91,*,*,*,*,*,*,*,*,31,26.05,7,5.88,*,*,114,95.8,87.5,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
93,2015,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,136,137.0,*,,*,*,,,100,73.53,*,*,*,*,*,*,*,*,27,19.85,12,8.82,*,*,*,*,*,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
94,2016,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,143,136.0,*,,6,4.2,,,104,72.73,6,4.2,*,*,*,*,*,*,27,18.88,13,9.09,*,*,136,95.1,*,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
95,2017,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,138,136.0,*,,*,*,,,103,74.64,6,4.35,*,*,*,*,*,*,27,19.57,11,7.97,*,*,*,*,*,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
96,2018,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,133,126.0,*,,*,*,,,101,75.94,7,5.26,*,*,*,*,*,*,22,16.54,14,10.53,*,*,128,96.24,*,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
97,2019,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,122,120.0,*,,*,*,,,91,74.59,8,6.56,*,*,*,*,*,*,20,16.39,10,8.2,*,*,*,*,*,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
98,2020,115115,ST. LOUIS CITY,1222,COMMUNITY ACCESS JOB TRAINING,124,117.0,*,,*,*,,,99,79.84,8,6.45,*,*,*,*,*,*,14,11.29,14,11.29,*,*,*,*,*,4915 Donovan Avenue,,St. Louis ,631092631,3144814095.0,3144814220.0,8,12,20.0,111.0,0.0,111.0, , , ,Y, , ,115-115-1222,False,False,True,38.58752700434417,-90.30436899061519
99,2000,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1465,1347.0,612,45.4,,,*,*,1465,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
100,2001,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1492,1380.0,755,54.7,,,*,*,1490,99.87,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
101,2002,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1475,1385.0,799,57.7,,,*,*,1473,99.86,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
102,2003,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1423,1353.0,934,69,,,*,*,1422,99.93,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
103,2004,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1433,1256.0,976,77.7,,,*,*,1433,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
104,2005,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1380,1363.0,1275,93.5,,,*,*,1377,99.78,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
105,2006,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1394,1296.0,1002,,,,*,*,1389,99.64,*,*,*,*,*,*,,,*,*,*,*,*,*,376,26.97,77.3,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
106,2007,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1218,978.0,695,,,,*,*,1214,99.67,*,*,*,*,*,*,,,*,*,*,*,*,*,271,22.25,71.1,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
107,2008,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,1062,887.0,528,,,,*,*,1055,99.34,*,*,*,*,*,*,,,*,*,*,*,*,*,242,22.79,59.5,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
108,2009,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,899,810.0,461,,,,*,*,893,99.33,*,*,*,*,*,*,,,5,0.56,*,*,*,*,237,26.36,56.9,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
109,2010,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,782,680.0,537,,,,*,*,779,99.62,*,*,*,*,*,*,,,*,*,*,*,*,*,199,25.45,79,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
110,2011,115115,ST. LOUIS CITY,1250,BEAUMONT HIGH,714,710.0,548,,*,*,,,713,99.86,*,*,*,*,*,*,*,*,*,*,*,*,*,*,177,24.79,77.2,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
111,2012,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,335,347.0,291,,*,*,,,334,99.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,60,17.91,83.9,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
112,2013,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,152,136.0,125,,*,*,,,151,99.34,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36,23.68,91.9,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
113,2014,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,63,62.0,51,,*,*,,,63,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,20.63,82.3,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,False,38.66272499722555,-90.22188896789304
114,2015,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,442,411.0,*,,*,*,,,398,90.05,7,1.58,*,*,*,*,*,*,33,7.47,*,*,*,*,106,23.98,*,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,True,38.66272499722555,-90.22188896789304
115,2016,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,456,547.0,*,,20,4.39,,,346,75.88,57,12.5,*,*,*,*,*,*,32,7.02,119,26.1,*,*,78,17.11,*,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,True,38.66272499722555,-90.22188896789304
116,2017,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,575,505.0,*,,18,3.13,,,424,73.74,39,6.78,*,*,*,*,*,*,94,16.35,143,24.87,*,*,86,14.96,*,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,True,38.66272499722555,-90.22188896789304
117,2018,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,583,673.0,*,,10,1.72,,,454,77.87,40,6.86,*,*,*,*,*,*,79,13.55,121,20.75,*,*,83,14.24,*,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,True,38.66272499722555,-90.22188896789304
118,2019,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,412,378.0,*,,15,3.64,,,323,78.4,37,8.98,*,*,*,*,*,*,37,8.98,86,20.87,*,*,32,7.77,*,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,True,38.66272499722555,-90.22188896789304
119,2020,115115,ST. LOUIS CITY,1250,BEAUMONT CTE HIGH SCHOOL,391,319.0,*,,22,5.63,,,277,70.84,56,14.32,*,*,*,*,*,*,36,9.21,102,26.09,*,*,76,19.44,*,3836 Natural Bridge Avenue,,St. Louis ,631072003,3145332410.0,3145350786.0,9,12,38.0,259.0,1.0,260.0, , , ,Y, , ,115-115-1250,False,False,True,38.66272499722555,-90.22188896789304
120,2000,115115,ST. LOUIS CITY,1380,MEDIA P. WASHINGTON ED. CTR.,112,102.0,77,75.5,,,*,*,104,92.86,*,*,*,*,*,*,,,6,5.36,*,*,*,*,*,*,,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
121,2001,115115,ST. LOUIS CITY,1380,MEDIA P. WASHINGTON EDUC. CTR.,111,106.0,74,69.8,,,*,*,102,91.89,*,*,*,*,*,*,,,8,7.21,*,*,*,*,*,*,,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
122,2002,115115,ST. LOUIS CITY,1380,MEDIA P. WASHINGTON EDUC. CTR.,128,127.0,95,74.8,,,*,*,116,90.63,*,*,*,*,*,*,,,12,9.38,*,*,*,*,*,*,,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
123,2003,115115,ST. LOUIS CITY,1380,MEDIA P. WASHINGTON EDUC. CTR.,120,112.0,88,78.6,,,*,*,113,94.17,*,*,*,*,*,*,,,5,4.17,*,*,*,*,*,*,,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
124,2004,115115,ST. LOUIS CITY,1380,MEDA P. WASHINGTON EDUC. CTR.,88,88.0,77,87.5,,,*,*,79,89.77,*,*,*,*,*,*,,,9,10.23,*,*,*,*,*,*,,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
125,2005,115115,ST. LOUIS CITY,1380,MEDA P. WASHINGTON EDUC. CTR.,105,86.0,78,90.7,,,*,*,95,90.48,*,*,*,*,*,*,,,7,6.67,*,*,*,*,*,*,,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
126,2006,115115,ST. LOUIS CITY,1380,MEDA P. WASHINGTON EDUC. CTR.,75,72.0,66,,,,*,*,66,88,*,*,*,*,*,*,,,6,8,*,*,*,*,11,14.67,91.7,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
127,2007,115115,ST. LOUIS CITY,1380,MEDA P. WASHINGTON EDUC. CTR.,13,0.0,*,,,,*,*,11,84.62,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,*,2030 S VANDEVENTER AVE,,St. Louis,63110,,,,,,,,,,,,,,,115-115-1380,False,False,True,38.61539800586897,-90.26339196146624
128,2000,115115,ST. LOUIS CITY,1440,CLEVELAND NJROTC ACADEMY,1058,978.0,556,56.9,,,*,*,629,59.45,13,1.23,*,*,*,*,,,404,38.19,*,*,*,*,*,*,,4352 Louisiana Avenue,,St. Louis ,63111,3147761301.0,3142314895.0,9,12,26.0,207.0,0.0,207.0, , , ,Y, , ,115-115-1440,False,True,False,38.577629988350736,-90.24275403946767
129,2001,115115,ST. LOUIS CITY,1440,CLEVELAND NJROTC ACADEMY,1065,937.0,564,60.2,,,*,*,633,59.44,18,1.69,*,*,*,*,,,399,37.46,*,*,*,*,*,*,,4352 Louisiana Avenue,,St. Louis ,63111,3147761301.0,3142314895.0,9,12,26.0,207.0,0.0,207.0, , , ,Y, , ,115-115-1440,False,True,False,38.577629988350736,-90.24275403946767
130,2002,115115,ST. LOUIS CITY,1440,CLEVELAND NJROTC ACADEMY,930,865.0,556,64.3,,,*,*,579,62.26,14,1.51,*,*,*,*,,,324,34.84,*,*,*,*,*,*,,4352 Louisiana Avenue,,St. Louis ,63111,3147761301.0,3142314895.0,9,12,26.0,207.0,0.0,207.0, , , ,Y, , ,115-115-1440,False,True,False,38.577629988350736,-90.24275403946767
131,2003,115115,ST. LOUIS CITY,1440,CLEVELAND NJROTC ACADEMY,940,910.0,660,72.5,,,*,*,579,61.6,15,1.6,*,*,*,*,,,331,35.21,*,*,*,*,*,*,,4352 Louisiana Avenue,,St. Louis ,63111,3147761301.0,3142314895.0,9,12,26.0,207.0,0.0,207.0, , , ,Y, , ,115-115-1440,False,True,False,38.577629988350736,-90.24275403946767
