,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,CTYDIST,DNAME,SCHNUM,Textbox285,SCHNAME,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,PRINLN,PRINFN,PRINMI,PRINSAL,PRINYREX,PRINTITL,SCHEMAIL,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,DCOUNTY,DSUPAREA,HouseDistricts,SenateDistricts,CongressionalDistricts,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER
44,2018,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,, ,27,24.0,*,,*,*,,,9,33.33,*,*,*,*,*,*,*,*,16,59.26,*,*,*,*,*,*,*,115414.0,Mo School For The Blind ,1050.0,Building List,MO School for the Blind - HS,3815 Magnolia Avenue,,St. Louis ,631104099.0,3147764320.0,3147761875.0,9,12,Barney,Geoffrey,,Mr.,8.0,Supt. ,Geoffrey.Barney@msb.dese.mo.gov,20.0,30.0,0.0,30.0,St. Louis City ,A,,,, , , ,Y, , ,115-414-1050,False
45,2019,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,, ,24,24.0,*,,*,*,,,6,25,*,*,*,*,*,*,*,*,17,70.83,*,*,*,*,*,*,*,115414.0,Mo School For The Blind ,1050.0,Building List,MO School for the Blind - HS,3815 Magnolia Avenue,,St. Louis ,631104099.0,3147764320.0,3147761875.0,9,12,Barney,Geoffrey,,Mr.,8.0,Supt. ,Geoffrey.Barney@msb.dese.mo.gov,20.0,30.0,0.0,30.0,St. Louis City ,A,,,, , , ,Y, , ,115-414-1050,False
46,2020,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,, ,25,26.0,*,,*,*,,,5,20,*,*,*,*,*,*,*,*,19,76,*,*,*,*,*,*,*,115414.0,Mo School For The Blind ,1050.0,Building List,MO School for the Blind - HS,3815 Magnolia Avenue,,St. Louis ,631104099.0,3147764320.0,3147761875.0,9,12,Barney,Geoffrey,,Mr.,8.0,Supt. ,Geoffrey.Barney@msb.dese.mo.gov,20.0,30.0,0.0,30.0,St. Louis City ,A,,,, , , ,Y, , ,115-414-1050,False
47,2000,115115,ST. LOUIS CITY,1100,CAREER ACADEMY,, ,203,426.0,191,44.8,,,*,*,258,127.09,8,3.94,*,*,*,*,,,171,84.24,*,*,*,*,*,*,,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
48,2001,115115,ST. LOUIS CITY,1100,CAREER ACADEMY,, ,409,397.0,158,39.8,,,*,*,238,58.19,*,*,*,*,*,*,,,167,40.83,*,*,*,*,*,*,,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
49,2002,115115,ST. LOUIS CITY,1100,CAREER ACADEMY,, ,428,255.0,128,50.2,,,*,*,291,67.99,*,*,*,*,*,*,,,132,30.84,*,*,*,*,*,*,,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
50,2003,115115,ST. LOUIS CITY,1100,CAREER ACADEMY,, ,430,322.0,192,59.6,,,*,*,318,73.95,*,*,*,*,*,*,,,108,25.12,*,*,*,*,*,*,,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
51,2004,115115,ST. LOUIS CITY,1100,CAREER ACADEMY,, ,310,309.0,288,93.2,,,*,*,245,79.03,*,*,*,*,*,*,,,62,20,*,*,*,*,*,*,,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
52,2005,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,, ,617,603.0,440,73,,,*,*,556,90.11,*,*,*,*,*,*,,,57,9.24,*,*,*,*,*,*,,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
53,2006,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,, ,722,697.0,446,,,,*,*,672,93.07,*,*,*,*,*,*,,,45,6.23,*,*,*,*,80,11.08,64,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
54,2007,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,, ,732,719.0,526,,,,*,*,679,92.76,6,0.82,*,*,*,*,,,47,6.42,*,*,*,*,76,10.38,73.2,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
55,2008,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,, ,712,696.0,379,,,,*,*,660,92.7,5,0.7,*,*,*,*,,,46,6.46,*,*,*,*,65,9.13,54.5,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
56,2009,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,, ,729,710.0,456,,,,*,*,683,93.69,6,0.82,*,*,*,*,,,38,5.21,*,*,*,*,72,9.88,64.2,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
57,2010,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,, ,725,715.0,583,,,,*,*,680,93.79,6,0.83,*,*,*,*,,,34,4.69,5,0.69,*,*,80,11.03,81.5,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
58,2011,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,703,690.0,563,,5,0.71,,,665,94.59,8,1.14,*,*,*,*,*,*,24,3.41,7,1,*,*,87,12.38,81.6,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
59,2012,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,807,785.0,639,,5,0.62,,,762,94.42,7,0.87,*,*,*,*,*,*,31,3.84,*,*,*,*,95,11.77,81.4,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
60,2013,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,788,777.0,663,,*,*,,,752,95.43,8,1.02,*,*,*,*,*,*,22,2.79,*,*,*,*,85,10.79,85.3,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
61,2014,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,710,678.0,572,,*,*,,,679,95.63,6,0.85,*,*,*,*,*,*,23,3.24,*,*,*,*,79,11.13,84.4,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
62,2015,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,685,674.0,*,,*,*,,,655,95.62,*,*,*,*,*,*,*,*,26,3.8,*,*,*,*,68,9.93,*,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
63,2016,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,666,628.0,*,,*,*,,,644,96.7,*,*,*,*,*,*,*,*,18,2.7,*,*,*,*,68,10.21,*,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
64,2017,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,593,576.0,*,,*,*,,,570,96.12,5,0.84,*,*,*,*,*,*,16,2.7,*,*,*,*,47,7.93,*,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
65,2018,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,602,576.0,*,,*,*,,,585,97.18,5,0.83,*,*,*,*,*,*,10,1.66,7,1.16,*,*,45,7.48,*,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
66,2019,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,543,532.0,*,,*,*,,,530,97.61,5,0.92,*,*,*,*,*,*,7,1.29,8,1.47,*,*,39,7.18,*,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
67,2020,115115,ST. LOUIS CITY,1100,MILLER CAREER ACADEMY,S,SCHOOLWIDE,494,492.5,*,,*,*,,,478,96.76,6,1.21,*,*,*,*,*,*,8,1.62,11,2.23,*,*,27,5.47,*,115115.0,St. Louis City ,1100.0,Building List,Miller Career Academy ,1000 N Grand,,St. Louis ,631061622.0,3143710394.0,3143711311.0,9,12,Haywood ,Jana ,,Ms.,17.0,Prin. ,JANA.HAYWOOD@SLPS.ORG,49.0,471.0,0.0,471.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , , ,Y, ,115-115-1100,False
68,2000,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1380,1293.0,708,54.8,,,*,*,802,58.12,12,0.87,*,*,*,*,,,494,35.8,*,*,*,*,*,*,,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
69,2001,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1431,1354.0,742,54.8,,,*,*,831,58.07,12,0.84,*,*,*,*,,,521,36.41,*,*,*,*,*,*,,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
70,2002,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1485,1395.0,886,63.5,,,*,*,849,57.17,20,1.35,*,*,*,*,,,547,36.84,*,*,*,*,*,*,,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
71,2003,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1486,1395.0,917,65.7,,,*,*,873,58.75,17,1.14,*,*,*,*,,,527,35.46,*,*,*,*,*,*,,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
72,2004,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1424,1362.0,917,67.3,,,*,*,831,58.36,22,1.54,*,*,*,*,,,503,35.32,*,*,*,*,*,*,,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
73,2005,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1340,1267.0,700,55.2,,,*,*,794,59.25,17,1.27,*,*,*,*,,,447,33.36,*,*,*,*,*,*,,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
74,2006,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1442,1329.27,772,,,,*,*,889,61.65,24,1.66,5,0.35,*,*,,,442,30.65,*,*,*,*,196,13.59,58.1,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
75,2007,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1250,1199.98,806,,,,*,*,831,66.48,22,1.76,5,0.4,*,*,,,343,27.44,*,*,*,*,217,17.36,67.2,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
76,2008,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1213,1142.0,598,,,,62,5.11,821,67.68,22,1.81,8,0.66,*,*,,,300,24.73,*,*,*,*,219,18.05,52.4,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
77,2009,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1154,1110.0,628,,,,56,4.85,797,69.06,34,2.95,6,0.52,*,*,,,261,22.62,*,*,*,*,205,17.76,56.6,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
78,2010,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1123,1080.0,824,,,,53,4.72,759,67.59,37,3.29,*,*,*,*,,,271,24.13,101,8.99,*,*,171,15.23,76.3,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
79,2011,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,S,SCHOOLWIDE,1165,1095.0,825,,72,6.18,,,726,62.32,47,4.03,*,*,*,*,*,*,317,27.21,125,10.73,*,*,158,13.56,75.3,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
80,2012,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,, ,1200,1158.5,975.3,,94,7.83,,,731,60.92,57,4.75,*,*,*,*,*,*,316,26.33,131,10.92,*,*,166,13.83,84.2,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
81,2013,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,S,SCHOOLWIDE,1177,1119.0,916,,103,8.75,,,705,59.9,69,5.86,*,*,*,*,*,*,296,25.15,122,10.37,*,*,166,14.1,81.9,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
82,2014,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,S,SCHOOLWIDE,1158,1131.0,906,,104,8.98,,,687,59.33,84,7.25,*,*,*,*,*,*,279,24.09,121,10.45,*,*,171,14.77,80.1,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
83,2015,115115,ST. LOUIS CITY,1220,GATEWAY HIGH,S,SCHOOLWIDE,1121,1084.09,*,,97,8.65,,,668,59.59,90,8.03,*,*,*,*,*,*,263,23.46,153,13.65,*,*,159,14.18,*,115115.0,St. Louis City ,1220.0,Building List,Gateway High ,5101 Mcree Avenue,,St. Louis ,631102019.0,3147763300.0,3147768267.0,9,12,Phillips ,Amy ,,Dr.,16.0,Prin. ,AMY.PHILLIPS@SLPS.ORG,91.0,926.0,0.0,926.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , , ,Y, , ,115-115-1220,False
